8613:1:8615|12,8614|12,8612|12,8601|11,8650|9,8607|9,8605|6,8632|3,8625|3
8621:1:8650|15,8612|14,8601|14,8615|11,8614|10,8625|8,8607|7,8605|6,8632|3
8622:1:8614|13,8607|9,8625|9,8612|8,8615|6,8605|6,8601|6,8650|5,8632|4
8623:1:8614|9,8612|6,8615|5,8601|5,8650|4,8625|4,8607|4,8605|4,8632|3
8659:1:8668|3,8665|3
8678:1:8680|5
8826:1:8824|6
8827:1:8824|3
8968:1:8973|7
8993:1:8973|12
9112:1:9106|11,1474|3,9116|3,4330|3
9125:1:8650|3,8625|3
9288:1:9287|12,9284|3
9335:1:8375|3,832|3,9131|3
9364:1:9417|3
9467:1:7032|4
9762:1:3808|14,3258|4
9781:1:9785|3
9875:1:9456|5
9905:1:5594|5,9470|3
9909:1:3748|4
9926:1:9941|4
9942:1:8510|3
9958:1:9591|5
10225:1:10224|5
10242:1:10228|3
10882:1:10877|6,10875|6
10889:1:10877|3,10893|3,10888|3
10963:1:10965|4
10966:1:10965|4
10976:1:10974|6,10977|4
10978:1:10977|5,10974|4
11009:1:11005|3
11021:1:11005|4
11257:1:11251|4
11264:1:4330|3
11307:1:11301|3
11308:1:11301|3
11309:1:2146|3
11350:1:832|6,7550|3
11366:1:11363|7,11376|3
11372:1:11363|5,11378|3,11376|3,5783|3
11666:1:11720|5
12076:1:6207|5,1546|3,2665|3,1474|3,6155|3
12104:1:7360|8,12105|7
12108:1:12109|3
12110:1:12109|5,7360|4,12111|3
12113:1:7360|3
12117:1:7360|3
12835:1:12836|3
12838:1:12836|3
12935:1:12824|3
