8698:1:8702|4
8824:1:8827|3
8825:1:8827|3
8826:1:8827|4
8983:1:6095|5
9105:1:9117|18,9107|6
9108:1:9117|9,4031|9,9107|5
9114:1:9117|4,267|4,9107|3
9298:1:9288|9,9297|3
9339:1:9427|3
9423:1:9427|3
9460:1:9523|3
9467:1:1358|3
9468:1:9703|5
9545:1:9758|3
9717:1:9708|9,9705|8,9714|6,9719|3,9707|3
9857:1:9953|3
9871:1:9915|3
9873:1:9870|3
9879:1:421|4
9896:1:9758|4,9901|3
9911:1:9847|4
9912:1:9910|4
9922:1:9915|3
9933:1:3614|6
9939:1:9559|4,596|3
9958:1:9957|3,9953|3
9960:1:9953|4
10236:1:10251|47,10233|7
10241:1:10251|4,10233|4
10422:1:10425|5,10426|4,812|3
10438:1:10434|4,10440|3,10425|3
10976:1:5657|3,10978|3
11044:1:11045|5,11048|4
11257:1:11258|3
11260:1:9758|3
11301:1:11304|4
11383:1:11385|6,11374|4,11367|4,11368|3
12065:1:12104|14
12073:1:12084|7,12069|3
12087:1:12086|10,12084|6
12101:1:12103|3
12105:1:12104|7,12127|3
12107:1:12104|6,7359|3
12698:1:2026|3
12826:1:12823|3
12997:1:10447|3
13235:1:13234|3
13236:1:13234|3
13246:1:13234|3
