426:12303,8853,8883,12300,11281,9987,12299,8898,11360,11152,8960,9030,13168,8796,10111,9033,11351,8848,13058,9089,8852,9544,12302,11208,8778,11356,8834,12626,9554,11210
429:13035,13065,13079,13029,13018,13096,12351,13102,8849,13057,13028,13020,13039,13008,13100,13052,13013,8852,13015,11148,9082,13056,11144,13101,13092,13075,13037,8843,13076,13062
432:13035,13065,13079,13096,13018,13029,12351,13057,13028,13102,13020,13100,13015,13052,13008,13056,13075,8852,8849,13101,13076,11148,13013,13092,9082,8843,11144,13062,13064,13034
436:9544,11276,9099,11213,11194,12342,8778,11274,13119,9826,13169,13038,13171,9580,9553,8848,12487,13120,9034,13128,13129,11359,8842,12629,11277,9027,11354,8852,8839,9987
438:11412,10783,5022,5023,9989,12856,8915,13131,7160,13172,4626,11356,12475,7164,9034,9037,9030,9318,9025,7166,7163,12469,9024,7172,11143,9036,8903,8796,9022,12751
444:9095,13172,8963,11186,13054,13025,9828,9102,9103,13022,12475,8848,9037,4626,8844,9030,13010,13052,9025,13048,11185,9034,9318,9022,9082,13058,9024,12751,8852,8796
445:11213,11276,8817,9544,11359,13119,9580,9099,11354,11194,8989,13169,12342,13038,13047,11197,8842,8852,9029,11152,8808,8848,11356,13120,11277,12626,8778,11191,9034,12345
456:8963,13025,13054,9095,13022,8844,13010,11185,9828,13052,9103,9082,8852,11148,13172,11356,11142,13048,13072,9826,12486,13058,9098,8848,9030,13067,13069,9104,13174,11194
457:13098,9090,13137,13095,9100,9101,10112,13139,13135,9093,9092,13080,9026,11975,10010,11319,11278,13086,11198,13035,9099,13120,13169,11276,8810,11194,11277,13136,11213,13074
460:13174,8853,9098,13138,12290,11273,13134,8846,11271,12622,11214,13121,12618,12620,12633,12621,13167,8839,12301,12300,12623,10118,11280,8883,9825,13124,9083,11211,9103,13091
461:8798,8795,12757,12750,12491,8787,12347,12752,8801,8786,12340,12758,11099,12746,8793,11197,9318,8810,13095,11353,8796,13098,8781,13139,9090,11196,13137,9101,12490,12749
462:12303,12296,11272,13133,11281,8833,13116,8883,13170,8854,11284,9088,9103,13126,11269,4627,4622,4636,4631,4642,7513,7512,11152,4643,11271,13072,7520,8848,13013,12622
464:13175,12634,13120,13119,13169,11277,11152,8883,13104,11270,11141,11274,9103,12303,13168,8853,13138,12290,8846,9034,12300,13134,13124,11280,9984,11271,11150,8854,12620,12622
466:11357,13050,13105,8963,9095,13025,11353,13054,9828,9033,13028,9102,12758,8844,9103,11181,12489,4626,8845,13022,12482,8852,11359,12486,12483,12479,12475,13172,12480,13048
467:13014,12629,13128,12179,12180,12182,12719,12183,9031,9553,12181,11274,12863,9826,12865,9985,12732,11151,9027,13171,13008,12864,12631,8895,9037,12872,12248,9983,13132,10006
469:9097,11213,13115,12342,9544,9580,13119,8855,13069,13169,11359,13038,11276,13120,13123,9094,8842,8852,11277,8808,13047,11152,9099,12440,11354,12634,11147,12345,13127,9542
476:9089,9083,13116,13170,8833,8848,9103,12984,11272,11273,7512,13013,13124,12618,7520,12633,12621,13167,12623,11280,12620,13126,11211,10786,12622,9984,9825,9828,12631,13117
477:11276,13169,11213,9099,13119,11194,11277,13120,13171,13038,9580,8848,12342,9826,11359,9544,9034,8778,8839,11354,8842,13024,9025,8852,11278,8849,8808,11142,13030,13128
478:12631,13171,12618,12633,12621,11211,13167,12620,12623,13124,11280,12622,12629,9825,11151,11274,9984,13121,8846,13138,11189,13117,12290,8839,12619,13114,13134,9315,11150,12984
487:9826,13128,13124,9553,12618,12633,13167,12621,11280,12620,12623,12622,9984,11211,9825,13121,12631,8846,11189,13138,9987,13117,9985,13171,12290,13114,12619,8839,13134,8898
492:11281,13116,10110,7512,11194,8833,11272,13052,7520,13126,8848,12303,7513,4627,4622,4636,4631,4642,13092,13133,13170,4643,12296,9089,8845,9103,8852,9083,9580,11276
498:8833,13170,13116,11272,11284,13133,12296,8854,13126,9088,9103,11271,8883,9083,13013,13072,11281,12622,9089,13134,11273,13138,12290,8846,8848,13174,13121,11150,9540,9082
502:8960,8796,7501,9092,4629,11411,12343,9029,10006,11274,12475,13072,8775,8778,8905,8792,12751,11150,11956,8387,9025,8794,13058,8928,8961,9502,8898,11807,11198,11151
505:12342,9580,11359,9544,12440,13038,8808,11213,11269,13106,9554,8842,8776,13047,9534,8852,8849,12345,9542,8792,13039,11276,12492,11351,8783,8778,11212,8845,12301,13054
507:4629,9029,7501,8960,12475,12751,12343,9025,9092,9333,8898,8796,12750,8778,7329,11188,13072,9022,10786,7172,9082,9994,9090,8792,13114,9984,8891,8854,11186,8810
517:11281,13116,10110,7512,11194,8833,11272,13052,7520,13126,8848,12303,7513,4627,4622,4636,4631,4642,13092,13133,13170,4643,12296,9089,8845,9103,8852,9083,9580,11276
519:13035,13065,13079,13029,13096,13018,12351,13057,13028,13102,13100,13015,13020,13052,13008,8849,8852,13056,9082,13013,11148,13101,13075,8843,11144,13092,13062,13076,13034,13064
522:8960,8796,7501,9092,4629,11411,12343,9029,10006,11274,12475,13072,8775,8778,8905,8792,12751,11150,11956,8387,9025,8794,13058,9502,8928,8961,8898,11807,11198,11151
538:11280,12621,12620,13124,12622,9984,12618,13121,12633,12623,13167,11211,8846,9825,12631,13117,13138,11189,11150,13171,13114,12290,8854,12619,8839,9103,13134,11183,12984,9316
539:10118,13138,12290,9096,13134,12622,13121,12620,8846,12621,11214,12618,12633,13167,9825,12301,12623,11280,13124,11211,13091,12631,9984,11271,11273,8854,11284,11189,13171,11286
541:8851,13127,12299,12302,13071,8846,13121,8854,9083,12620,12622,13138,12621,11280,12290,13167,9825,12623,12618,8839,13117,12633,11150,13124,13134,11211,9096,13171,12631,9103
542:8851,13092,8853,13090,13101,8854,8883,8845,13013,13127,9102,9089,9580,9099,11425,9096,9030,8846,11279,13030,8852,12302,8848,8394,13119,9544,9315,11213,9084,9103
543:8851,13127,8846,9825,13167,8854,13138,9096,12290,12620,13071,12618,12633,12621,11280,12622,12623,13124,8845,13121,11211,12631,13091,9984,13134,13013,9315,13117,9103,8839
544:8963,13025,8844,13138,12290,11148,13054,8849,9095,13134,9103,12623,11142,11280,12622,11214,13121,12618,13171,8846,12620,13022,12633,12621,13167,12301,10118,13124,11211,9825
545:13133,12296,11272,11284,13170,13116,8854,8833,8883,9088,13126,11271,11281,9103,12622,13013,13072,13134,13138,12290,13174,8846,13121,11150,9096,13167,13091,9825,11214,9984
546:13174,9098,8854,13138,13134,11284,12290,13121,12622,11271,8846,11214,9984,13170,13167,11280,12618,12620,12633,12621,13124,12301,12623,10118,13133,11211,9825,13091,9096,12631
558:8847,13090,8840,13088,8837,9091,11150,8846,13069,8839,7160,7164,7501,8854,11412,8393,7166,13138,7163,12290,13117,13058,9989,13124,11280,13115,10783,11271,5022,5023
563:13119,11213,11269,11359,11152,13120,13169,11356,11276,11270,11277,12626,12342,13175,9580,11354,12634,9544,11212,8808,13038,9034,8852,8848,9099,9103,8842,11208,11194,13047
564:11270,11268,8795,11359,11269,11213,12342,11212,11356,9580,9544,13075,11354,11152,8808,11276,13047,11145,8852,12626,8848,12345,8842,13038,8776,11351,9542,12440,8845,13071
567:9095,13172,8963,11186,9828,13025,13054,9102,9103,13022,8844,13010,8848,11185,10001,13052,9082,4626,11148,9030,12475,11142,8852,13048,9034,9318,8420,9037,8421,9025
575:8960,4629,9029,12343,8778,12475,12751,8898,9025,8796,12750,10786,9333,8921,12474,4630,9504,9511,12476,5027,7728,8792,12469,8810,8848,11188,10785,8794,11195,11198
576:8960,8796,7501,9092,4629,11411,12343,9029,10006,11274,12475,13072,8775,8778,8905,8792,12751,11150,11956,8387,9025,8794,13058,9502,8928,8961,8898,11807,11198,11151
587:8836,13098,13095,9093,13168,13069,13072,11150,9097,13120,10022,13052,11278,13135,11319,4622,4623,4624,4625,4626,4627,4628,4629,4630,4631,4632,4634,4635,4636,4637
588:12618,12633,12621,13167,12620,12623,13124,11280,12622,11211,9825,9984,12631,13121,11189,13138,8846,13117,13171,12290,12619,13114,8839,12984,13134,11150,9315,9316,9103,11214
590:13035,13065,13029,13018,13096,13079,13057,12351,13028,13102,13020,13015,13008,13052,13100,13056,13013,9082,11148,13075,13101,13076,13092,8849,8852,13062,8843,13009,11144,13034
599:8846,13138,12290,13134,11211,12622,13121,12620,12621,13167,9825,11214,12618,12633,12301,12623,10118,11280,13124,9096,9984,13091,12631,11271,11273,8854,8839,11284,11189,13171
600:12303,11281,8883,12296,13133,11272,8833,13116,13170,11284,12300,9088,13126,8853,9103,8854,12299,11152,13168,11271,13072,13013,9580,12622,13045,12302,9544,13048,11356,9082
601:13116,8833,12296,11272,11357,13133,13170,13050,13105,11281,11353,13126,9103,13028,11284,9033,9088,12758,8883,13072,9089,9083,11271,13013,11359,8854,11209,11181,8848,12622
609:9099,11276,11213,11194,13169,13120,11277,13119,9580,12342,9544,13038,8848,8842,9034,11359,13171,8808,11354,8849,13024,8852,11142,8839,9025,13030,8778,12345,11152,11278
624:13138,12290,13121,13134,12622,11214,12618,8846,12620,12633,12621,13167,12301,12623,10118,11280,13124,11211,9825,13091,12631,9984,11271,9096,11273,11284,11189,8854,13171,11286
630:10110,11205,13052,13092,13048,13127,8845,13058,11281,12350,11180,13025,13009,13116,9315,8852,13080,13013,9102,13011,9554,9089,13071,12302,12351,13091,13042,9103,9083,13117
632:11272,12296,8833,13116,13133,13170,13126,9088,8883,11284,8854,11281,9103,13072,11271,13122,9083,8838,13013,13129,13087,9089,11147,13125,13047,12622,8422,13174,11150,11188
640:8847,9091,8840,8837,13088,13090,11150,8846,9103,13058,13069,8839,11213,9554,12860,12440,11276,13115,9099,9580,9315,11179,13106,9544,8838,12856,8776,13072,11359,13038
657:13175,8777,12759,8793,11268,13032,8800,13171,9825,8848,8834,11198,8838,9984,8792,8782,8839,9664,9983,13174,9541,11196,8778,12871,10102,8813,11804,10098,8790,11274
660:13104,11141,8883,11430,13136,13168,13019,11276,13030,13052,13092,8790,8796,8783,8777,8788,8848,11188,8855,12492,9025,8779,11143,9095,12491,9104,13117,9089,8422,13048
661:9035,11354,11192,11195,11194,13078,11197,11352,9542,13074,9537,13042,12345,12347,9540,8848,8813,8783,8796,8808,11274,11213,9580,9099,8809,11276,11353,13119,8788,13120
664:8837,8898,8780,9986,11150,8796,11871,13069,13121,11826,9551,11925,11872,13042,4622,4623,4624,4625,4626,4627,4628,4629,4630,4631,4632,4634,4635,4636,4637,4638
665:7501,13136,7304,13019,9092,13072,12349,9090,8854,13095,11150,13124,9983,11274,11145,9984,11280,13117,13092,9084,13114,11271,9540,13104,11152,13052,8794,9322,9032,8853
666:11210,11150,11152,8839,13058,11272,11271,9083,9092,12296,9103,8990,9581,8833,8848,9983,13170,8854,11270,8800,11198,9579,8898,13069,13121,12622,9091,8883,13116,9088
676:8832,7764,13037,11738,9989,8788,8795,8779,9086,9323,11925,9551,9035,11870,10022,11975,4622,4623,4624,4625,4626,4627,4628,4629,4630,4631,4632,4634,4635,4636
678:8960,4629,9029,12343,8778,12475,12751,8898,9025,8796,12750,9333,10786,8921,4630,12474,9504,9511,12476,5027,7728,8792,8848,12469,8810,8794,11188,10785,11195,11198
679:13167,12621,12618,13124,12620,11280,12633,11211,12622,12623,8846,9984,9825,13121,12631,11189,9315,13117,13138,13171,13114,12290,8839,12619,8854,9103,11150,9096,12984,8845
682:13167,12621,12620,12618,13124,12633,11280,12622,12623,8846,11211,9984,9825,13121,12631,13138,11189,9315,13117,8854,13171,12290,9103,13114,13170,8839,12619,11150,8845,9096
685:11270,11269,13119,11152,13175,12626,9103,11145,12622,12634,12620,11356,11268,13120,12621,11212,13169,9825,8846,13167,12618,13121,12633,9984,13170,11280,12623,13124,11277,11208
686:12618,12623,12633,12621,13167,12620,11211,13124,11280,12622,9825,12631,9984,13121,8846,11189,13138,12619,13114,13117,12290,8839,13171,9315,12984,11150,13134,9316,9103,11214
688:13050,11357,13105,11353,13028,9033,12758,11181,11359,13037,13024,8853,12491,8844,13023,13044,13011,12754,13018,12486,4626,9103,9025,13102,13128,12475,10118,9318,9096,9034
691:13058,10110,13052,13092,8845,13127,13048,9030,11281,9554,13025,13009,11180,13080,9315,8852,11360,9089,8898,13042,8900,9549,9033,11150,11351,13125,10111,13067,13011,9026
692:13058,10110,11352,13052,13092,13127,13048,8838,11281,8845,11194,13129,13025,9035,11192,13125,11354,8422,11188,11147,12869,9554,11195,13042,13080,8852,13087,11351,12754,9315
694:9330,11193,9328,13131,11412,10783,5022,5023,9989,12856,8915,7160,7164,9579,8839,9028,10110,7166,7163,12469,11268,12759,8793,7172,12471,13168,9984,8422,9315,12861
695:12300,8853,8883,12299,12303,12302,11213,13168,9099,11194,11276,13119,13169,13120,12293,9580,8848,9544,11277,9034,11359,12342,13038,11354,8842,8808,8852,13024,8778,9542
696:11213,9099,11194,13169,11276,13119,13120,9034,9580,8848,9544,12342,11277,11359,13038,11354,8842,8808,8852,13024,8778,12345,13171,9542,11152,9025,11278,12339,9029,13030
698:7162,9328,9330,13131,8776,9314,9333,11212,9986,11180,9034,11270,8796,12759,8793,9579,8845,11360,9984,9315,12746,8839,8928,8961,9024,8778,11352,13167,8959,13047
704:8883,8853,12290,13138,8846,8854,12300,13134,9825,12620,13121,13167,11273,9096,13168,13091,12622,11214,12618,12633,12621,11271,9984,8394,12301,12623,10118,11280,13124,11211
705:8837,8847,13090,9987,8840,9091,13088,8898,11150,8778,8846,9826,12487,11141,9033,12491,8839,13069,12294,12485,8989,8853,10111,8394,9664,9540,13131,8965,8796,13168
708:9330,11193,9328,13129,8838,8422,11352,11147,11188,10110,11269,12869,11214,13125,10790,13087,12754,12342,9988,11212,8839,8800,11273,11281,12864,11359,11268,11353,13048,12862
712:13138,12290,13134,12622,11214,13121,12618,8846,12620,12633,12621,13167,12301,12623,10118,11280,13124,11211,9825,13091,12631,9984,11271,8854,9096,11273,11284,11189,13171,11286
713:12620,12618,12633,12621,12623,13167,13124,11280,12622,9825,11211,9984,12631,13121,11189,8846,13138,13171,13117,12290,12619,13114,8839,12984,13134,11150,9315,9316,9103,11214
714:8834,13136,13019,12301,13092,13137,8846,13138,12290,9028,11211,13134,8854,9096,11271,8839,11150,13167,9825,13121,9083,12622,11214,9984,12618,12620,12633,13091,12621,12623
723:11179,9317,9323,11181,9314,9321,11180,9322,9315,9325,9332,9316,9328,9319,11193,9324,9330,11182,12380,9333,9091,8837,13088,9082,8840,8838,9320,4637,8422,13129
729:9100,7501,8395,13072,13120,9092,9090,13069,11271,11150,13095,12294,13119,11274,13135,8854,13139,12473,13174,9084,7169,13124,9098,9984,9983,11145,11152,11280,9540,13098
730:9100,13120,11194,11213,9099,13119,11276,13169,8848,11152,9580,11277,9544,9034,11359,12342,8842,9029,8845,13171,11354,9086,13038,13024,8778,8808,11274,9542,8852,11278
732:9035,11192,11354,11195,13078,11194,11197,11352,13074,9537,9542,12303,13042,12347,9540,12345,8813,8796,8783,11274,8809,8848,11353,8788,12869,11212,8808,9580,11281,11874
742:10791,11208,13058,12343,8965,13054,13034,11351,13101,9029,13080,8787,8894,13052,9541,9037,13043,9089,11356,12751,11279,12488,8903,13096,12340,13057,8800,11352,11186,11274
744:13022,13024,8844,13011,13009,13044,13023,13042,13010,9082,13071,13029,11148,13018,13090,13102,11143,13096,13092,8845,8851,9544,11142,11213,13013,9580,8854,13017,8852,11359
747:13054,8963,8844,13052,13025,8852,11148,9103,9082,8849,12620,9825,11280,9984,12621,12622,13010,13167,12623,12618,13038,12633,8846,9095,12351,13124,13171,13121,11185,8839
748:11150,8854,8395,13072,11271,8845,9092,13116,13090,7501,8846,13060,13134,13069,9103,9102,13013,12301,13127,9089,13058,8837,13133,11274,9091,13091,8851,8839,13092,13048
751:13052,13035,13065,13096,13018,13058,13079,13029,13092,12351,13057,13028,13102,13020,8852,13008,13015,13100,13101,13056,13075,13009,8849,13076,13080,13034,13062,13013,13025,9082
752:12351,9086,13091,13132,13057,13102,13020,9088,9084,13092,13015,13100,8849,13035,8812,11148,13056,13101,13029,13065,11144,13079,9104,13096,13075,13018,13013,8852,13052,13028
753:13011,13010,13022,8844,13023,13044,13024,13009,13042,8963,11148,13018,9082,13025,13029,11143,13096,13054,11185,13102,8852,13071,9095,11142,11213,9580,9544,13019,13052,13038
754:8845,13092,9315,8846,10110,13127,13167,13091,12620,12618,12633,13048,12621,12623,8854,13124,11280,12622,9825,11211,9984,9103,13134,13052,12631,13013,11281,13121,9096,13138
761:4626,12475,9034,9318,9037,9025,9030,13172,9024,11144,11143,9036,11356,8958,8903,8796,9022,12751,9026,8957,12484,8899,11186,8800,13128,8805,13060,8790,9322,9320
765:9095,13172,8963,9828,11357,13025,13050,9103,13105,11186,13054,9102,8844,13022,11353,9033,13028,8848,12758,13010,11181,11185,9082,11359,8852,13052,10001,11148,13037,13024
772:8801,8786,11099,12746,8793,12757,8795,8798,12749,8787,12347,12750,9033,12491,12339,12490,12868,11196,11197,8796,8779,12634,8791,8790,9664,8915,13139,9984,8962,13119
779:9101,10112,13137,13139,13135,13098,9090,9093,13095,9100,9092,7168,9104,13080,13170,9088,12296,11272,13133,9026,8833,13116,9086,11198,8855,11284,13132,8883,9084,8854
783:7170,7167,7165,7171,7163,7166,7168,10111,12301,8835,12297,9579,12304,11208,11351,9089,10116,9580,8848,11360,9104,8780,9825,13122,10106,8837,8845,8788,8810,8959
785:9086,13132,13091,9084,9088,8812,9104,12351,9093,9083,9102,11211,13167,12621,12620,8846,12622,12618,12633,12623,11280,13124,13129,8839,13121,13117,9984,9825,12631,8838
788:10116,11188,13129,13125,8838,10114,9988,8422,11147,12864,11352,11143,8777,12863,10112,13139,12869,12862,10790,13122,9101,10111,12754,13135,13087,7168,13137,13047,8800,12871
791:13129,8838,8422,8800,11188,11352,11147,12864,12863,13125,12869,10790,9988,12754,9581,13087,9538,12862,11351,11210,9544,12342,9827,12345,11152,11211,8846,13120,11270,13169
793:9826,13124,12618,12633,13167,11280,12621,12620,12623,12622,9984,11211,9825,12631,13121,13128,8846,9553,11189,13138,13117,13171,12290,13114,12619,8839,13134,9987,12984,9985
795:8844,13022,13024,13138,12290,13010,13134,12622,11214,13121,12618,8846,12620,12633,12621,13167,12301,12623,10118,11148,13044,11280,13124,11211,9825,13091,13011,13023,12631,9984
797:12634,13175,13169,13119,13120,11277,11270,11274,11152,8395,11271,9103,13138,12290,13069,9548,13072,13134,8846,9034,11150,13121,8854,13167,12622,11214,12618,12620,11273,12633
808:12618,12633,12621,12620,12623,13167,13124,11280,12622,11211,9825,12631,9984,13121,13138,11189,8846,12290,13117,13171,12619,13114,8839,12984,13134,11150,9315,9316,11214,12301
812:13171,12623,11280,13121,12621,12620,12618,12633,12622,13167,13124,9984,11276,9825,11211,8839,8846,12631,11189,13138,11213,11194,9315,11150,12290,13117,9099,13134,13169,13119
824:12618,12633,12621,12620,12623,13167,13124,11280,12622,11211,9825,12631,9984,13121,11189,13138,8846,13117,12290,13171,12619,13114,9553,8839,12984,13091,13134,11150,12301,9315
832:11276,11213,9099,13169,13171,12623,11280,13120,11194,12618,12633,12621,12620,13167,12622,13138,13124,8839,11211,13121,9825,12290,12631,9984,13119,11277,8846,11189,13134,11142
843:12299,9083,13054,13030,13040,11281,13043,13125,13013,13038,13072,11142,11319,11278,13126,8852,13116,13092,13011,13048,10110,11279,8849,11276,13047,9098,9322,11352,13052,13139
848:12301,8854,11272,13133,11150,8846,13170,12296,9088,13129,13072,11284,8838,8833,13116,11271,8883,9104,13134,13125,8839,9103,12622,9092,9825,11281,9083,13126,9984,13121
852:12636,11149,13121,13138,12290,12618,12633,12621,12620,12622,13167,12623,11211,11280,13134,13124,8846,9984,9825,12631,9548,11214,11189,12301,10118,13171,13091,11271,9096,13117
854:13098,9090,13095,13137,9101,13139,10112,13135,9093,9100,9092,13080,9026,11198,8786,8801,12491,11099,12746,8798,8793,12750,8787,12757,8795,9033,9099,13119,12339,12347
858:11412,8915,10783,5022,5023,9989,12856,13131,7160,7164,9498,7166,7163,12469,7172,8920,12293,13168,8833,8783,8788,8845,8902,9314,13170,9548,13125,7762,8837,11925
859:13138,12290,13134,12622,8846,11214,13121,12618,12620,12633,12621,13167,12301,12623,10118,11280,13124,11211,9825,13091,12631,9984,11271,9096,11273,11284,11189,8854,13171,11286
861:12440,11273,13138,12290,13038,8846,11213,8849,13106,13134,9544,9580,12622,11214,13121,12618,12620,12633,12621,13167,11359,12301,12623,10118,11280,13124,11211,9825,8776,13091
862:13100,9586,13058,9100,13132,13052,9033,11274,9088,13014,13133,13137,8854,9035,10112,9549,9533,8395,11281,12872,9103,13035,8855,13025,13139,9824,9097,13135,8842,13167
867:11271,9548,13138,13134,12290,13121,13167,12622,11214,12618,8846,12620,12633,12621,12301,12623,10118,11280,9984,13124,11211,9825,13091,12631,13048,9096,11273,11284,11189,8854
869:11211,12621,12618,12620,12633,13167,12622,12623,13124,11280,13121,9984,9825,12631,8846,9315,13117,11189,13138,13171,8845,13134,8839,12290,11150,13114,12619,10110,11281,13091
874:8851,13127,12302,8854,13071,8846,13138,12290,9096,9098,13134,8845,13013,12301,13072,13091,11271,13121,13167,9548,9825,9984,11286,11280,9540,12622,11214,12618,12620,12621
