744:13092,9529,13010,13022,13023,8698,13080,13044,12769,9526,13020,10416,13025,10429,13105,11148,13008,11242,13011,12768
751:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
752:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
785:11222,11223,9086,12301,9558,8845,9573,8866,11362,11220,11376,12778,8329,11229,8873,12984,11367,8689,11335,9436
788:12777,9912,12091,9845,9910,9369,9956,9710,9720,9879,9886,9911,9914,9843,9958,9873,7305,9398,12128,9930
795:9608,13014,9529,9477,9133,10416,9473,11244,12701,8849,12702,13092,13044,12004,11142,13018,13010,11242,9388,9875
812:12690,9452,11369,9519,12863,4642,13096,11191,13040,9845,10959,9804,9450,11155,9486,8845,12271,9902,9096,11697
832:13169,13119,12622,13171,9436,11280,11141,12690,9592,12290,12704,12620,12618,13175,9891,11241,8851,11246,9397,9561
852:9568,9434,9453,11149,9446,12636,9829,9480,8618,9926,9358,9403,12626,8635,9543,9462,9523,9584,12781,9570
854:13098,9556,10419,11169,11374,9899,11210,10437,7505,12711,10432,13135,9832,9463,9092,13137,9885,9100,13095,9883
861:12005,8852,8845,9908,11281,8844,12001,11194,12696,9922,11264,9880,11258,9570,9942,11209,11759,11721,11162,11198
874:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
876:9104,13137,12304,9716,13136,10423,8834,9511,9380,9355,7500,9087,8836,9374,9894,12080,13087,9472,9897,9471
885:9335,9842,9721,11284,9103,9419,12299,12296,11205,9896,9708,8835,10434,9562,11667,9706,9758,11212,9712,9780
886:11205,9958,11552,9959,10794,9842,9374,9720,10217,9369,9916,12297,11782,9107,5034,13043,9936,9948,10436,9901
927:11213,12699,11269,12273,11212,9530,11268,9835,9450,9580,9451,11208,11173,12304,10242,9378,11382,9711,12698,10439
937:9459,11262,11231,9449,9486,11269,9450,11273,8845,9520,11168,11271,9504,11261,12696,13100,9442,9580,9446,9451
939:9454,12636,9592,9434,9543,9446,8618,9571,9829,9358,9453,9462,11149,9567,9568,8635,9574,9480,12626,9402
948:13169,13120,13119,11381,12705,9444,11350,9100,9378,7169,9448,11171,12702,11152,7513,9478,9889,11354,9396,12704
954:13170,8833,8854,13116,9559,9083,11272,9349,9562,11284,9905,9393,9903,13174,9839,12299,8848,11265,12296,9089
987:10438,11161,13034,13045,13040,10421,10182,10436,13035,13083,10420,9381,8849,13084,13037,9538,13038,13067,11231,13102
1005:8960,4630,11183,8977,9493,9036,12080,9447,11280,12751,12695,11879,9713,8971,11824,8847,8968,10103,9124,11883
1018:9901,8839,7507,9970,9917,9966,11257,12711,9902,9871,11192,9948,12633,9416,11362,10422,9909,12631,9873,12953
1034:13169,13119,13120,7169,9099,11381,13171,12622,9874,12472,11152,12634,12704,9804,9397,9591,9552,9592,9608,7513
1076:7172,12077,12332,12079,12179,9091,8838,8843,11004,11226,8652,9579,9574,11871,9861,13168,9769,9781,13098,11363
1087:11280,9825,8851,8833,11232,11376,9315,9107,8883,9436,11362,12290,10007,11565,9483,9519,9970,8634,9968,8869
1100:9378,11145,12700,11382,12691,11270,9377,11354,9379,9451,9560,11269,12699,12708,11213,9580,9452,12304,9445,12704
1101:9418,11165,11169,11260,11272,8855,9557,13095,11261,12712,11150,13069,11271,9831,9416,9836,9556,9905,9906,9866
1116:8849,13038,9538,11231,13047,10438,13067,11161,13074,10421,9386,13101,11171,9476,11356,13010,13078,13083,13086,13017
1126:8837,8838,13168,9091,12088,7172,12179,12332,8843,12077,7507,12079,10422,9781,13104,11164,9861,11226,8652,10790
1132:9519,12290,12293,11236,9433,12621,12300,9552,9461,9348,8883,9536,12299,12302,9927,9928,9968,9941,9531,12303
1139:9472,9894,9716,9897,9471,12781,9096,12716,9410,9567,9969,9920,9417,9368,9719,9833,9898,9527,9971,11281
1151:12781,9568,11264,9445,9383,9832,11381,9718,9450,9965,9719,12714,12000,9804,9394,11274,9913,12706,9444,9969
1166:9563,9460,9940,12005,12710,9888,11168,9458,8834,11380,11360,13071,11209,11383,9531,9911,9939,12001,12302,11206
1172:9830,11276,9899,12000,9412,9408,9098,11319,13030,9414,9719,9969,9394,11264,9908,9901,12781,13138,12713,12301
1197:13057,13013,9923,13023,13020,10429,13092,9562,9388,13022,13080,13010,10182,9373,8698,10438,13008,10428,13044,9924
1199:13023,13092,13044,13022,10973,13010,13020,13080,9529,11148,10429,13025,8698,13008,7526,10416,13018,13029,12769,9133
1224:9402,13174,11363,11263,9092,8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631
1265:12290,11362,9555,8635,9436,8846,9523,11376,13121,11346,9825,9592,9970,12621,9096,8689,8839,9927,9561,9865
1277:9917,11281,9948,13087,12711,11158,9356,11168,9970,9111,9521,13136,9090,11257,11370,9924,9104,9902,11369,9556
1284:9523,9518,11222,11376,9970,11280,9436,12290,8689,9561,9555,11346,9525,12950,8846,11362,9703,12984,9114,13138
1285:9894,9716,9471,13087,12304,9472,8834,13136,9897,11281,10423,9380,9511,9833,8836,12716,13052,9417,9567,12710
1288:7172,11346,9107,11220,13168,13170,12179,9091,9572,9574,9315,12077,13167,8851,9579,11363,9555,12332,9781,9593
1298:8834,12304,13087,12710,9894,13168,9861,12001,12000,8883,12179,9380,11363,7166,9511,11369,11430,11281,8395,10423
1304:10414,8846,12296,8840,12942,8839,9091,8847,9487,11368,10434,13090,10422,13027,11157,9103,8837,9906,10415,11150
1316:12290,8883,12621,9096,9370,9927,9362,12299,12296,11340,12620,9904,9938,12300,12293,9536,9433,9906,8846,11211
1327:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
1329:11272,13170,8854,8833,12299,11246,9562,9904,11284,12296,9903,9083,13116,9905,9089,11260,9349,13133,9096,11170
1341:9376,11231,12691,11152,10237,9716,7508,9560,7513,9029,11442,11235,12345,4624,10110,8780,9381,9335,10251,9478
1346:9909,10422,8837,7507,11257,9902,9353,9966,9901,12711,9467,8389,11362,8898,12698,9871,9943,12088,12704,11375
1358:9353,7507,10421,9871,12700,9758,8845,9966,9556,8389,9943,12301,8837,9902,12714,9412,11356,12304,12698,10794
1389:11697,9470,9895,9965,11657,11156,9835,9439,13125,9553,12716,12696,9709,10118,9844,11698,9830,13128,12781,10051
1408:9096,11268,8848,13138,9970,8839,9608,11362,9921,8845,13167,9839,11376,9107,11212,9397,9436,8883,12290,11276
1459:13013,13048,13052,9415,10433,9894,11284,9903,9090,9904,9414,11156,8854,9562,9410,9896,9970,11170,11142,9923
1472:9559,11373,11260,11374,9907,11375,9373,8843,11050,8395,11372,9371,9100,10897,9404,7523,9396,9571,9887,9351
1474:11235,7508,12691,11152,9560,9478,11010,9381,7163,11430,7308,9716,7522,7167,10997,11383,11000,9957,8395,9029
1479:13170,8833,9562,13116,11284,8854,9905,9349,12299,11272,11170,9559,9088,9083,12296,9904,9903,13133,9089,9907
1481:13169,11381,7169,13120,13119,11350,9100,12705,9444,9552,9478,9378,7513,9396,9882,11171,11169,9556,12303,12634
1507:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
1514:13091,9434,12301,4638,9894,9438,12695,12633,11214,11220,12304,8329,12781,11222,9969,9716,11162,9416,9553,9965
1520:12484,9846,11188,12751,12774,12779,9841,9366,9440,9544,12489,11166,10430,9932,9891,12705,9370,9362,11723,9552
1521:9714,12620,8699,12290,9436,13138,13084,12984,12270,9970,9719,9709,8613,8614,8615,8618,8619,8620,8621,8622
1531:9103,11206,11263,8874,9563,8699,12704,9386,9409,9939,8696,9387,9380,12950,12180,9541,8689,9844,10002,8329
1533:8833,13116,8854,11272,11284,9905,9562,12299,9349,13170,9839,13126,12296,9083,9559,9904,9393,9903,9089,9443
1543:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
1546:9028,9722,7728,12075,9032,9022,9874,9593,7526,12101,8921,9031,12088,12778,12069,13080,12865,12765,9715,12077
1549:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
1557:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
1573:12481,9848,11307,11656,9844,12273,12774,9422,12768,12771,9873,11370,12765,9826,9570,12489,13125,9961,11722,9970
1579:12481,9848,11307,11656,9844,12273,12774,9422,12768,12771,9873,11370,12765,9826,9570,12489,13125,9961,11722,9970
1640:8996,12720,12721,12722,12733,12730,10220,12723,8987,12727,8914,10785,12725,8981,8657,10786,12742,8925,10792,12739
1661:9717,12106,12617,11378,9030,8776,8926,9856,9430,8787,12943,12125,12127,9996,10784,9493,10432,9037,11381,9781
1755:8925,11570,7722,8924,8915,9582,8613,8632,11572,8623,12823,12307,9024,9493,10026,8980,9496,9526,9506,8976
1767:8687,9496,9858,12719,8920,8924,12732,8984,8657,10232,9505,8899,9506,9493,9490,8979,9986,8889,9494,11307
1974:12444,9346,9778,12305,13131,9125,9122,8832,5022,9779,11412,11217,9578,9286,11469,9586,12439,7164,9126,9930
2021:9346,9778,12305,9578,9129,9930,9573,8832,5022,9122,10104,9779,11412,12439,13131,11217,9126,11469,9125,9286
2022:11155,12273,8852,10433,9451,9530,9409,13047,11171,9847,9378,11142,13015,9835,11244,11255,9875,11668,9608,11213
2024:9778,9346,12305,9122,11412,9779,9578,9286,9573,8832,5022,13131,9126,9125,9930,11217,7164,9129,11469,12439
2026:13010,13015,13044,13009,13080,10416,8849,9476,13042,9538,13023,12702,9477,13078,9473,13022,12002,13047,11720,12769
2027:12766,11171,12705,9378,13015,11381,7169,12771,13086,9409,11354,10433,13171,7513,13169,9884,9608,9965,12711,9444
2030:10104,9346,9930,12305,9778,12091,5022,9125,9126,8832,9779,7164,13131,8634,11997,11217,9578,11144,11469,9573
2032:12079,9930,12091,8634,9573,9578,9346,8652,10104,9555,9703,5022,13131,9129,9828,12822,12305,7164,9574,8832
2124:13096,13052,12212,13013,10433,9830,8852,9087,11249,10425,13027,13020,10426,10428,12701,9283,13030,12936,13008,11000
2177:9827,8888,12871,12872,12865,12855,12854,8896,12857,12484,10862,12984,12179,9992,11188,8984,9989,9994,12182,12272
2311:7519,7512,7520,7518,7510,10101,7305,7523,7331,7514,8392,8775,11436,13232,12081,11881,11758,9399,10856,7516
2421:12345,9335,12347,11197,12342,9706,9384,9721,12351,9708,9712,9718,12270,10440,9419,11470,7508,11442,11439,10432
2648:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
2665:10244,8652,9934,10114,9573,11469,12737,10001,9288,8873,12439,8706,10789,8866,9298,7746,10447,8785,12824,11372
2704:8833,8854,9562,11272,12296,13072,13170,9082,9083,11246,9107,9939,12984,13116,9559,11284,12299,9938,9373,9905
2706:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
2707:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
2710:12636,9454,11149,8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633
2711:12636,9454,11149,9446,9829,8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631
2716:9894,12304,9471,13087,8836,9716,11281,9472,13019,12709,9104,8834,9897,9883,9836,13136,9464,12000,9567,11168
2727:9906,10437,9487,9373,9371,8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631
2740:13136,8834,11281,9894,13087,13133,9471,12304,9716,9472,8836,9567,9897,9511,12709,13052,12716,10423,9380,9104
2741:8836,9894,8834,12304,11281,13087,9716,9104,9380,9471,11168,13136,12709,9897,9472,13137,9374,9511,9883,10423
2745:10418,12002,9708,10417,9762,10415,9969,8847,13052,11155,13024,10111,9527,10437,13054,9825,13102,8846,13048,11149
2761:9920,11195,10888,9411,11351,9357,11192,9922,11339,8620,13125,13124,11667,10476,9908,10014,11807,11187,11956,9970
2773:9128,8630,11251,8632,9935,8862,9435,8619,9432,9577,9318,11099,9430,8625,9933,9931,4637,12949,10958,8615
2776:4637,8630,9432,8632,8862,11251,8619,9935,9435,8627,8625,9124,11099,9430,9577,9128,10958,4632,4639,8963
2780:9577,8619,8632,8862,8630,11251,9430,9432,9435,9933,12949,11232,11099,9935,10958,9572,9931,11237,9480,9128
2781:8685,9952,12769,12103,10420,10442,11759,10001,9716,8832,11308,8963,10421,12939,13102,8699,9511,10423,11720,9355
2796:9782,12780,11699,9783,9857,9414,13104,9422,13128,9931,10440,12355,9339,13048,12951,12771,13047,10006,13037,8936
2798:9920,11195,10888,9411,11351,9357,11192,9922,11339,8620,13125,13124,11667,10476,9908,10014,11807,11956,11187,9970
2800:11161,13029,10421,10419,9381,13076,10438,11222,13065,13044,10429,13028,10182,13045,10436,13040,12716,13010,7724,9538
2807:11145,13169,13119,9882,9100,12766,9552,7169,7513,9378,11381,12634,12303,12705,11141,11241,12704,9891,8845,13120
2808:9920,11195,10888,9411,11351,9357,11192,9922,11339,8620,13125,11667,13124,10476,9908,10014,11807,11187,11956,12840
2809:9353,8837,7507,9943,11257,9901,9902,9909,12700,10422,12714,12711,9520,9556,12698,12704,9966,9871,9467,9873
2812:8968,12377,8873,12472,8866,9288,12737,12361,8706,8671,12984,8833,9126,8994,12759,9338,8652,9298,11269,11296
2813:11220,11226,9086,9088,8329,11367,12301,13098,12179,9877,12332,7172,9593,8855,9861,8976,8845,8652,11363,9392
2817:8634,8851,11280,9284,10110,11224,11565,7504,9483,11212,9521,11183,12302,13086,9968,12693,9838,9470,9917,8883
2818:10419,8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635
2821:13080,13022,13023,8698,13020,13029,10419,13018,13025,13011,13044,13057,13008,12769,7526,12768,9834,13009,13014,13105
2823:13170,12299,11272,9905,9562,12296,11284,11260,9904,13116,9089,8833,13174,9349,7501,9088,10112,13168,9559,12081
2825:9834,9588,12695,9472,9894,9895,9414,9524,11721,9984,12297,9716,8834,12781,9897,9832,11353,9891,12304,11210
2826:13060,13137,10419,13098,9356,9883,10437,13135,9104,9371,9834,11210,9899,12771,10432,7505,12711,9440,9885,11380
2830:13035,11161,10438,8703,13045,10421,13037,13083,10436,13033,11222,10182,13076,12716,9538,13042,13010,13084,10428,13102
2847:8854,11272,11284,8833,9523,9107,9905,9349,11152,13138,9114,9096,9443,9090,12299,9568,9903,11258,9920,12704
2892:10888,11351,11280,10897,8978,12069,12869,9357,9920,13136,9411,12074,9991,12746,9521,9511,12756,9295,11413,10978
2898:11262,9418,9866,9417,9471,11264,11271,12706,11273,11272,11261,9469,11266,11150,13069,9528,12712,12696,9097,11165
2903:9894,13087,9883,9471,8836,12709,9104,8834,11281,9836,9374,11222,9380,12716,9919,9716,9920,9966,9464,9833
2913:9883,9354,13137,12303,9959,13098,10432,9898,9899,11169,11221,9877,12301,9093,9556,9372,9397,9885,11349,9100
2934:9428,12487,12489,9848,9422,9123,12273,9961,9955,8623,8686,11698,9839,9956,9984,11249,9707,9826,11188,9827
2936:11276,9891,9397,9592,9714,9984,9107,12704,9608,12953,11721,9400,9915,12622,12003,13119,11194,9758,11213,9456
2942:9664,10434,12843,12868,7723,11185,8779,12844,12821,12764,12823,12831,11212,9983,11882,12297,12954,13131,7517,13084
2947:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
2949:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
2982:8835,9588,8825,9780,9955,9123,12487,11249,12937,9985,11193,9422,11188,10434,12297,9988,9930,12862,13129,12301
2983:8826,9542,8812,9541,11166,9540,9497,9533,8797,10855,9544,8811,11384,9548,8785,8662,8825,8783,8813,12950
3002:11360,9916,9380,9563,11206,9880,11281,12005,9939,11357,11380,9911,9392,9103,9374,12710,9894,11168,9908,9089
3032:11941,12027,12996,12029,12028,11825,9283,9517,9582,9284,12437,12128,11806,11882,11883,11940,11879,11875,11735,11876
3033:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3042:11335,10425,12383,11378,11385,12173,12174,12175,12176,12177,12178,12185,12186,12187,12200,12201,12378,12379,12380,8793
3044:8654,7517,8792,8666,8663,12756,10228,10425,12952,8665,10793,9664,8655,10413,10856,12948,9284,9295,11413,8671
3047:9107,9083,11284,13129,12953,9905,8833,13138,12299,11246,9389,12357,7501,8848,12620,9562,11152,9096,8854,9714
3048:11020,11021,12949,8321,9420,8931,13115,10883,9937,12065,7522,12074,7526,12071,5022,12124,11372,7728,4636,7501
3049:11020,11021,12949,8321,9420,8931,13115,10883,9937,12065,5022,11372,4636,7501,7522,8652,4642,12618,11436,4641
3060:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3061:13169,7169,11381,9444,7513,13119,9100,9378,12708,13120,12303,9552,12634,11152,12702,7308,9882,7504,8613,8614
3066:11374,8395,11373,8843,11260,11372,9559,11375,8855,11365,9404,9100,9539,11050,7523,9907,9396,9383,9425,12712
3067:12290,9574,11346,12621,9555,9433,12293,9091,9107,9938,12300,8619,13167,13168,9436,9096,11340,11153,8851,9941
3068:9397,8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635
3069:8621,10104,12769,13034,13015,8840,12078,10436,13056,8615,9133,13028,9103,13084,11144,11148,13102,13035,13022,10420
3077:9834,9719,9709,12620,9718,9706,10432,11198,13084,11205,11210,13138,12340,8787,11565,11196,12953,9384,9419,12297
3078:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3111:9399,7169,11381,9420,11436,11217,12065,7513,12472,7504,7308,13171,8874,13169,9552,7763,9099,12622,12634,11241
3113:13115,10794,8623,9582,11018,12121,8915,11021,12428,10875,10888,11020,12027,12439,10877,12113,7722,9566,12437,11344
3115:8931,9346,12305,12949,8321,9778,9122,13131,8832,5022,9779,9930,7164,11412,8652,9129,11217,9286,12444,11469
3124:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3126:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3138:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3154:12307,8652,9024,7172,9091,9550,12079,12179,9574,8838,11572,13168,12332,9861,9130,9555,11363,7164,12851,11570
3158:9104,9899,9897,9883,9372,11362,9436,11222,12290,9970,9834,9832,9397,11346,9472,13138,9716,9567,11210,11376
3160:9088,9349,9090,9443,9083,13133,10424,9393,11271,8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626
3161:13137,9104,9883,9372,9371,9356,10419,12707,11380,9374,9380,12304,9894,13098,9897,9567,8834,9373,7500,9511
3164:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3166:9899,9832,9372,12303,9883,9898,11156,9906,13098,9908,11349,9395,9897,12293,10419,9942,9968,9904,9834,13139
3203:11224,11229,12301,9390,11367,9093,11223,9877,9084,9354,9393,11226,9351,11222,9086,9466,9870,8613,8614,8615
3216:9898,9895,9096,11156,9363,12781,9897,9414,13138,9410,9969,9881,9894,12301,9971,13134,11697,11349,9719,9899
3226:9909,12698,9520,10227,9379,9966,12714,9902,11257,9556,9580,9915,9871,13129,9901,8783,12700,11664,7507,9530
3227:11193,9647,9330,12347,9020,12831,11191,12633,9082,10104,9332,13088,13104,11159,11870,8839,9500,12631,11409,12634
3228:11159,11193,12347,9330,9647,8900,12831,12694,12633,9328,8801,12620,9030,9314,12631,9522,9082,11191,11182,9020
3229:13172,8685,12103,9952,13102,12769,9103,8621,10442,10001,11308,12939,8832,10420,11870,9095,8629,8633,8963,8699
3230:11181,9317,11234,9320,9319,9314,9323,11179,9316,9321,9315,9328,9324,11180,9322,9325,11182,8622,9318,11162
3231:9315,11179,9316,11180,9314,9321,11162,9436,7309,12290,11234,9970,12984,12949,13138,12618,9325,9561,11376,9529
3234:9333,10437,10422,10434,11233,10244,10415,9323,10414,12029,9288,9885,12942,8921,12633,8923,12296,9590,11368,7728
3236:11159,12694,11192,12633,11191,9330,9328,12631,9500,10104,11193,9647,12620,9522,9020,12831,9416,8900,9438,12347
3237:13172,13102,8685,9952,12103,11870,9103,12769,8621,10001,11308,10442,12633,13245,13249,12939,8832,8670,9020,8963
3238:11143,9319,9320,9647,9885,11181,11162,9036,11159,9328,9321,9314,11234,11193,11179,9316,9323,11182,9954,9330
3254:9874,7169,13120,11381,13169,12953,9099,9591,9893,7513,9592,11277,12634,12472,13119,7504,9891,8874,7308,12622
3257:9402,9455,11263,9415,11165,13069,11267,9387,9361,13174,9418,9401,9521,9092,9481,9385,12706,11363,9907,9898
3258:11274,9383,12712,9887,9404,8395,9396,9923,9367,11659,9351,11281,9844,11206,9464,9111,12950,11374,9927,8689
3262:12304,12938,9511,11997,10423,12762,9371,12953,9916,10241,7308,8395,12482,12107,10247,9863,12765,9955,7514,11337
3275:13138,9971,9832,9481,9969,9880,9908,12781,9899,9411,11697,9879,13013,9523,11156,9920,9898,11162,9887,9413
3293:9295,11413,8678,8655,12756,8701,11884,8669,12741,8964,8666,9992,8889,8934,8422,8661,12869,9991,11879,8994
3294:7722,8387,8386,8391,10236,8390,8392,8389,10233,10096,11570,10097,12065,11571,10103,8388,10101,7724,8933,10100
3298:12862,9956,12487,9428,9422,11188,9988,9827,8686,9123,12872,12777,11249,12275,9955,11698,9439,11552,9985,9524
3315:11182,9579,10968,13029,8783,11970,10962,9430,10963,12124,9348,11436,11431,12437,11377,11435,11926,8321,9040,11872
3322:8321,11734,8824,12331,11801,11873,8670,12441,11647,10243,13234,11421,7305,7170,13088,12270,11207,11208,9032,12309
3325:9492,12073,9545,13076,9579,12773,9915,9027,11657,8936,13101,9371,12277,10051,11264,8832,10001,9095,11803,5022
3327:11360,8626,12860,9880,11351,9317,10221,9438,9086,10004,11352,11048,9938,13033,11359,9335,11231,9507,9432,11161
3332:11647,10243,11207,11421,8892,8321,8670,7170,10450,13045,11208,13245,8893,13088,11801,10851,9985,12270,9708,12350
3336:9122,11412,9286,9126,9778,8661,9346,12305,9779,13131,8832,5022,12439,8658,9129,12444,11469,11217,9125,11144
3353:9420,12949,8321,11021,11020,9399,7169,13115,8931,11381,11217,7504,12472,7513,11436,12065,7308,9592,8874,12622
3384:12342,9335,9384,9706,12345,12704,12347,9530,9721,11205,9708,9419,9411,9842,9719,11382,9709,9718,11212,9712
3386:8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626,8627,8629,8630,8631,8632,8633,8634,8635,8650
3387:12345,9335,12347,9705,11782,9721,11196,9718,11198,8613,8614,8615,8618,8619,8620,8621,8622,8623,8625,8626
3391:7172,13170,12077,12179,12079,12332,13098,11226,8843,11004,8838,11363,11220,11346,13168,7166,9861,8652,11445,12469
3392:11170,13098,13135,10112,9528,10432,11169,11349,9885,9371,9440,9963,13137,9090,9354,7505,13095,9463,10437,10419
3394:9874,9528,11346,9032,11350,9590,7728,9963,11721,13098,12771,9463,10437,9395,11349,9958,12626,9588,12708,9885
3396:11882,11875,12438,11880,7162,10789,8931,11110,12626,11186,8957,8782,11806,11826,11818,8785,10102,11883,11208,9032
3399:11697,12696,9470,9965,9527,12716,11156,9835,12781,9830,9895,9969,9553,9838,9472,9834,9719,11657,9971,9439
